filename,label,R_100,R_150,R_200,G_150,G_200,B_150,B_200
pink (1060).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (1061).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (1062).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (1063).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (1064).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (1065).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (1066).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (1067).jpg,pink,0.1123046875,0.203125,0.5234375,0.7431640625,0.96875,0.6640625,0.978515625
pink (1068).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (1069).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (107).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (1070).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (1071).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (1072).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (1073).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (1074).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (1075).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (1076).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (1077).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (1078).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (1079).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (108).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (1080).jpg,pink,0.1123046875,0.203125,0.5234375,0.7431640625,0.96875,0.6640625,0.978515625
pink (1081).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (1082).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (1083).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (1084).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (1085).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (1086).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (1087).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (1088).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (1089).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (109).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (1090).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (1091).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (1092).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (1093).jpg,pink,0.1123046875,0.203125,0.5234375,0.7431640625,0.96875,0.6640625,0.978515625
pink (1094).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (1095).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (1096).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (1097).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (1098).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (1099).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (11).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (110).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (1100).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (111).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (112).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (113).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (114).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (115).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (116).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (117).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (118).jpg,pink,0.1123046875,0.203125,0.5234375,0.7431640625,0.96875,0.6640625,0.978515625
pink (119).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (12).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (120).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (121).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (122).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (123).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (124).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (125).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (126).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (127).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (128).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (129).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (13).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (130).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (131).jpg,pink,0.1123046875,0.203125,0.5234375,0.7431640625,0.96875,0.6640625,0.978515625
pink (132).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (133).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (134).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (135).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (136).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (137).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (138).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (139).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (14).jpg,pink,0.1123046875,0.203125,0.5234375,0.7431640625,0.96875,0.6640625,0.978515625
pink (140).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (141).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (142).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (143).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (144).jpg,pink,0.1123046875,0.203125,0.5234375,0.7431640625,0.96875,0.6640625,0.978515625
pink (145).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (146).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (147).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (148).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (149).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (15).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (150).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (151).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (152).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (153).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (154).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (155).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (156).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (157).jpg,pink,0.1123046875,0.203125,0.5234375,0.7431640625,0.96875,0.6640625,0.978515625
pink (158).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (159).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (16).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (160).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (161).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (162).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (163).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (164).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (165).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (166).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (167).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (168).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (169).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (17).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (170).jpg,pink,0.1123046875,0.203125,0.5234375,0.7431640625,0.96875,0.6640625,0.978515625
pink (171).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (172).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (173).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (174).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (175).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (176).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (177).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (178).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (179).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (18).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (180).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (181).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (182).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (183).jpg,pink,0.1123046875,0.203125,0.5234375,0.7431640625,0.96875,0.6640625,0.978515625
pink (184).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (185).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (186).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (187).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (188).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (189).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (19).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (190).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (191).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (192).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (193).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (194).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (195).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (196).jpg,pink,0.1123046875,0.203125,0.5234375,0.7431640625,0.96875,0.6640625,0.978515625
pink (197).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (198).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (199).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (2).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (20).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (200).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (201).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (202).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (203).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (204).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (205).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (206).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (207).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (208).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (209).jpg,pink,0.1123046875,0.203125,0.5234375,0.7431640625,0.96875,0.6640625,0.978515625
pink (21).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (210).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (211).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (212).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (213).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (214).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (215).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (216).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (217).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (218).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (219).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (22).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (220).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (221).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (222).jpg,pink,0.1123046875,0.203125,0.5234375,0.7431640625,0.96875,0.6640625,0.978515625
pink (223).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (224).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (225).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
