filename,label,R_100,R_150,R_200,G_150,G_200,B_150,B_200
image_00190.jpg,blue,0.48828125,0.7353515625,0.8720703125,0.7529296875,0.8583984375,0.66796875,0.853515625
image_00193.jpg,yellow,0.5107421875,0.8505859375,0.9794921875,0.9033203125,0.9921875,0.8466796875,0.998046875
image_00194.jpg,yellow,0.6396484375,0.7607421875,0.9033203125,0.7939453125,0.92578125,0.8828125,0.978515625
image_00195.jpg,yellow,0.744140625,0.8935546875,0.96875,0.8935546875,0.98046875,0.9619140625,0.990234375
image_00196.jpg,yellow,0.7255859375,0.826171875,0.9306640625,0.8505859375,0.9384765625,0.8349609375,0.9375
image_00197.jpg,yellow,0.4560546875,0.8701171875,0.9833984375,0.8623046875,0.984375,0.9189453125,0.98828125
image_00199.jpg,yellow,0.830078125,0.9892578125,1.0,0.9892578125,1.0,0.9921875,1.0
image_00208.jpg,brown,0.1259765625,0.6572265625,0.9765625,0.720703125,0.9306640625,0.6845703125,0.96484375
image_00241.jpg,blue,0.3388671875,0.6923828125,0.869140625,0.7587890625,0.908203125,0.7021484375,0.884765625
image_00248.jpg,red,0.6904296875,0.865234375,0.974609375,0.91015625,0.984375,0.884765625,0.9609375
image_00287.jpg,red,0.4462890625,0.5947265625,0.7587890625,0.818359375,0.9638671875,0.8740234375,0.9609375
image_00323.jpg,blue,0.7919921875,0.9423828125,0.9931640625,0.9912109375,1.0,0.9912109375,1.0
image_00332.jpg,red,0.1953125,0.5869140625,0.72265625,0.7763671875,0.9404296875,0.8017578125,0.91015625
image_00361.jpg,red,0.4677734375,0.6591796875,0.9033203125,0.8212890625,0.9873046875,0.8046875,0.9404296875
image_00382.jpg,purple,0.5087890625,0.71875,1.0,0.939453125,0.9970703125,0.904296875,0.990234375
image_00386.jpg,blue,0.5,0.732421875,0.8056640625,0.7626953125,0.859375,0.8515625,0.96484375
image_00388.jpg,blue,0.7060546875,0.7373046875,0.8486328125,0.7255859375,0.8291015625,0.876953125,1.0
image_00391.jpg,blue,0.5986328125,0.7255859375,0.876953125,0.708984375,0.84765625,0.787109375,0.896484375
image_00399.jpg,purple,0.3828125,0.50390625,0.76953125,0.6455078125,0.7822265625,0.6484375,0.822265625
image_00400.jpg,blue,0.7939453125,0.8916015625,0.955078125,0.8955078125,0.962890625,0.9091796875,0.9755859375
image_00450.jpg,purple,0.1865234375,0.3447265625,0.7099609375,0.712890625,0.927734375,0.34375,0.53515625
image_00452.jpg,purple,0.337890625,0.701171875,0.9150390625,0.7509765625,0.919921875,0.7431640625,0.9482421875
image_00455.jpg,red,0.091796875,0.24609375,0.4052734375,0.8798828125,0.9599609375,0.83984375,0.9716796875
image_00463.jpg,red,0.32421875,0.40625,0.544921875,0.904296875,0.9443359375,0.91796875,0.9462890625
image_00464.jpg,red,0.318359375,0.4814453125,0.5673828125,0.982421875,1.0,0.8369140625,1.0
image_00471.jpg,red,0.59765625,0.681640625,0.7646484375,0.994140625,1.0,0.90625,0.98828125
image_00475.jpg,purple,0.2255859375,0.345703125,0.607421875,0.705078125,0.8671875,0.486328125,0.8369140625
image_00476.jpg,purple,0.3720703125,0.55078125,0.7900390625,0.8515625,0.9990234375,0.6943359375,0.9921875
image_00485.jpg,purple,0.279296875,0.4033203125,0.486328125,0.7705078125,0.8369140625,0.6298828125,0.791015625
image_00490.jpg,red,0.171875,0.271484375,0.5361328125,0.8642578125,0.9794921875,0.6943359375,0.83203125
image_00491.jpg,red,0.7880859375,0.869140625,0.9580078125,0.865234375,0.94921875,0.8759765625,0.9580078125
image_00494.jpg,brown,0.6240234375,0.697265625,0.8154296875,0.80078125,0.97265625,0.703125,0.7802734375
image_00505.jpg,purple,0.2744140625,0.427734375,0.67578125,0.7744140625,0.859375,0.6826171875,0.841796875
image_00507.jpg,red,0.2783203125,0.552734375,0.65625,0.8486328125,0.998046875,0.966796875,0.99609375
image_00516.jpg,purple,0.1884765625,0.505859375,0.8095703125,0.833984375,0.9873046875,0.62109375,0.87890625
image_00522.jpg,red,0.0869140625,0.2822265625,0.626953125,0.56640625,0.673828125,0.556640625,0.6826171875
image_00525.jpg,red,0.572265625,0.6943359375,0.7646484375,0.9775390625,1.0,0.857421875,0.984375
image_00527.jpg,purple,0.2216796875,0.4306640625,0.8125,0.84765625,0.955078125,0.6845703125,0.8916015625
image_00535.jpg,red,0.5029296875,0.60546875,0.7578125,0.865234375,0.9755859375,0.833984375,0.9775390625
image_00536.jpg,red,0.6904296875,0.7119140625,0.7392578125,1.0,1.0,0.9765625,1.0
image_00542.jpg,red,0.5947265625,0.62109375,0.697265625,0.9765625,0.9990234375,0.8564453125,0.96484375
image_00545.jpg,purple,0.41015625,0.5654296875,0.6630859375,0.9287109375,0.9990234375,0.6455078125,0.8671875
image_00547.jpg,purple,0.291015625,0.4052734375,0.5810546875,0.5029296875,0.7314453125,0.5263671875,0.59765625
image_00548.jpg,brown,0.2607421875,0.4521484375,0.6953125,0.8603515625,0.9501953125,0.69921875,0.9033203125
image_00552.jpg,red,0.5703125,0.6181640625,0.6767578125,0.91015625,0.98828125,0.736328125,0.8837890625
image_00553.jpg,red,0.6943359375,0.74609375,0.900390625,1.0,1.0,0.865234375,0.9970703125
image_00554.jpg,red,0.3583984375,0.412109375,0.5048828125,0.603515625,0.8671875,0.7333984375,1.0
image_00562.jpg,red,0.298828125,0.626953125,0.75,0.939453125,0.9482421875,0.943359375,0.9580078125
image_00563.jpg,purple,0.251953125,0.4814453125,0.732421875,0.845703125,0.95703125,0.68359375,0.8525390625
image_00564.jpg,red,0.3037109375,0.4833984375,0.67578125,0.80859375,0.9384765625,0.8486328125,0.9501953125
image_00568.jpg,red,0.009765625,0.576171875,0.962890625,0.6064453125,0.8251953125,0.6103515625,0.8798828125
image_00569.jpg,purple,0.1259765625,0.4208984375,0.98828125,0.69140625,1.0,0.6259765625,1.0
image_00570.jpg,purple,0.28125,0.4287109375,0.6806640625,0.9921875,1.0,0.875,0.98828125
image_00571.jpg,purple,0.337890625,0.5654296875,0.6484375,0.8935546875,0.99609375,0.6298828125,0.9111328125
image_00580.jpg,red,0.5439453125,0.611328125,0.6884765625,0.798828125,0.9296875,0.6435546875,0.798828125
image_00581.jpg,red,0.21875,0.359375,0.775390625,0.771484375,0.9599609375,0.796875,0.900390625
image_00589.jpg,purple,0.11328125,0.3310546875,0.76171875,0.74609375,0.9462890625,0.42578125,0.7763671875
image_00592.jpg,red,0.3388671875,0.5166015625,0.654296875,0.84375,0.990234375,0.578125,0.7822265625
image_00596.jpg,purple,0.3896484375,0.6630859375,0.9052734375,0.9072265625,1.0,0.7509765625,0.9453125
image_00599.jpg,red,0.1796875,0.416015625,0.62109375,0.8095703125,0.9638671875,0.9921875,1.0
image_00606.jpg,red,0.5078125,0.59375,0.7353515625,0.982421875,1.0,1.0,1.0
image_00608.jpg,red,0.111328125,0.248046875,0.33984375,0.861328125,0.9765625,1.0,1.0
image_00620.jpg,red,0.2421875,0.478515625,0.533203125,0.8466796875,0.998046875,0.9990234375,1.0
image_00630.jpg,red,0.48828125,0.5634765625,0.626953125,0.9775390625,1.0,1.0,1.0
image_00637.jpg,red,0.3046875,0.4609375,0.6171875,0.8642578125,0.9833984375,0.998046875,1.0
image_00642.jpg,red,0.4326171875,0.5166015625,0.619140625,0.93359375,0.9990234375,0.9951171875,1.0
image_00646.jpg,red,0.142578125,0.5068359375,0.732421875,0.7509765625,0.9169921875,0.904296875,0.9287109375
image_00648.jpg,red,0.494140625,0.5556640625,0.62890625,0.982421875,0.998046875,0.9970703125,0.9990234375
image_00654.jpg,red,0.3544921875,0.5341796875,0.6162109375,0.794921875,0.97265625,0.958984375,0.9990234375
image_00656.jpg,red,0.3994140625,0.56640625,0.7001953125,0.982421875,1.0,0.9990234375,1.0
image_00658.jpg,red,0.4423828125,0.4951171875,0.5703125,0.912109375,1.0,1.0,1.0
image_00660.jpg,red,0.3154296875,0.568359375,0.7705078125,0.6025390625,0.8525390625,0.66796875,0.904296875
image_00678.jpg,blue,0.4697265625,0.5693359375,0.7451171875,0.8505859375,0.9580078125,0.431640625,0.9306640625
image_00786.jpg,blue,0.6201171875,0.9404296875,1.0,0.58203125,0.6845703125,0.7060546875,0.8154296875
image_00832.jpg,blue,0.9091796875,0.9404296875,0.966796875,0.896484375,0.9365234375,0.9052734375,0.939453125
image_00837.jpg,blue,0.2392578125,0.7744140625,0.92578125,0.7578125,0.9248046875,0.53125,0.9423828125
image_00852.jpg,blue,0.6982421875,0.72265625,0.775390625,0.7265625,0.791015625,0.80078125,0.875
image_00856.jpg,blue,0.6318359375,0.66015625,0.6865234375,0.65625,0.69140625,0.70703125,0.77734375
image_00893.jpg,brown,0.5390625,0.67578125,0.759765625,0.7041015625,0.8046875,0.7333984375,0.8203125
image_00909.jpg,blue,0.93359375,0.9990234375,1.0,0.75390625,0.9873046875,0.7109375,0.8037109375
image_00948.jpg,brown,0.6083984375,0.7451171875,0.8115234375,0.880859375,0.9990234375,1.0,1.0
image_01047.jpg,brown,0.5107421875,0.7685546875,0.8427734375,0.96875,1.0,1.0,1.0
image_01151.jpg,brown,0.2568359375,0.69140625,0.8251953125,0.8046875,0.986328125,0.9091796875,0.994140625
image_01173.jpg,purple,0.529296875,0.61328125,0.6494140625,0.833984375,0.990234375,0.6650390625,0.828125
image_01209.jpg,purple,0.306640625,0.376953125,0.4951171875,0.7080078125,0.9345703125,0.45703125,0.7646484375
image_01259.jpg,purple,0.5029296875,0.7822265625,0.9072265625,0.9970703125,1.0,0.90234375,0.986328125
image_01277.jpg,blue,0.6484375,0.6943359375,0.8505859375,1.0,1.0,0.8203125,0.939453125
image_01357.jpg,purple,0.5537109375,0.6298828125,0.8125,0.7900390625,0.990234375,0.6435546875,0.75390625
image_01376.jpg,blue,0.4404296875,0.6298828125,0.919921875,0.7939453125,0.984375,0.6162109375,0.7509765625
image_01508.jpg,purple,0.09375,0.134765625,0.2978515625,0.8935546875,0.9521484375,0.537109375,0.904296875
image_01523.jpg,purple,0.1650390625,0.224609375,0.337890625,0.91015625,0.9912109375,0.412109375,0.748046875
image_01534.jpg,purple,0.4404296875,0.5302734375,0.6064453125,1.0,1.0,0.876953125,1.0
image_01554.jpg,purple,0.1865234375,0.41015625,0.66015625,0.9287109375,1.0,0.9267578125,1.0
image_01558.jpg,purple,0.314453125,0.42578125,0.6435546875,0.873046875,1.0,0.544921875,0.79296875
image_01587.jpg,purple,0.375,0.775390625,0.990234375,0.787109375,0.9853515625,0.923828125,0.994140625
image_01588.jpg,purple,0.255859375,0.662109375,0.970703125,0.806640625,0.982421875,0.9013671875,0.99609375
image_01593.jpg,blue,0.87109375,0.998046875,1.0,0.994140625,1.0,0.5966796875,0.794921875
image_01594.jpg,brown,0.7783203125,0.990234375,1.0,0.9912109375,1.0,0.7509765625,0.8994140625
image_01606.jpg,purple,0.3564453125,0.6435546875,0.87109375,0.9072265625,0.9892578125,0.849609375,0.9658203125
image_01608.jpg,purple,0.42578125,0.619140625,0.7470703125,0.8701171875,0.998046875,0.642578125,0.7314453125
image_01611.jpg,purple,0.2197265625,0.65234375,0.9228515625,0.876953125,0.9306640625,0.5830078125,0.9072265625
image_01612.jpg,blue,0.1083984375,0.654296875,0.9951171875,0.80859375,0.998046875,0.5302734375,0.6328125
image_01617.jpg,blue,0.22265625,0.7373046875,0.943359375,0.587890625,0.9306640625,0.4658203125,0.658203125
image_01618.jpg,purple,0.5439453125,0.859375,0.9833984375,0.8486328125,0.97265625,0.935546875,0.9833984375
image_01621.jpg,purple,0.7578125,0.857421875,0.966796875,0.9365234375,0.970703125,0.935546875,0.99609375
image_01622.jpg,purple,0.0166015625,0.4931640625,0.896484375,0.537109375,0.7763671875,0.4404296875,0.873046875
image_01630.jpg,blue,0.2783203125,0.564453125,0.8759765625,0.791015625,0.974609375,0.564453125,0.751953125
image_01640.jpg,blue,0.6640625,0.9189453125,0.986328125,0.8203125,0.982421875,0.8408203125,0.9853515625
image_01641.jpg,purple,0.08203125,0.2841796875,0.8408203125,0.8701171875,0.9296875,0.5625,0.8955078125
image_01644.jpg,purple,0.08984375,0.3486328125,0.7626953125,0.84765625,0.9951171875,0.552734375,0.8505859375
image_01648.jpg,purple,0.2099609375,0.4345703125,0.7998046875,0.70703125,0.892578125,0.4482421875,0.806640625
image_01652.jpg,blue,0.4345703125,0.5986328125,0.94140625,0.9072265625,0.998046875,0.5341796875,0.7080078125
image_01661.jpg,brown,0.4375,0.6708984375,0.90625,0.8125,0.9541015625,0.5556640625,0.7802734375
image_01670.jpg,blue,0.7392578125,0.9833984375,1.0,0.9873046875,1.0,0.49609375,0.8876953125
image_01674.jpg,blue,0.669921875,0.9921875,1.0,0.97265625,0.99609375,0.4501953125,0.8466796875
image_01675.jpg,blue,0.2763671875,0.8076171875,0.9853515625,0.8896484375,0.990234375,0.3623046875,0.7255859375
image_01681.jpg,blue,0.185546875,0.619140625,0.845703125,0.6005859375,0.818359375,0.2978515625,0.595703125
image_01686.jpg,blue,0.578125,0.7255859375,0.96484375,0.880859375,0.9990234375,0.626953125,0.69921875
image_01689.jpg,blue,0.65234375,0.9462890625,1.0,0.984375,1.0,0.6318359375,0.7001953125
image_01786.jpg,brown,0.0146484375,0.0244140625,0.671875,0.541015625,0.9892578125,0.98046875,0.9912109375
image_01847.jpg,blue,0.263671875,0.8798828125,0.9736328125,0.3916015625,0.474609375,0.3486328125,0.45703125
image_01919.jpg,blue,0.736328125,0.830078125,0.95703125,0.849609375,0.96484375,0.5126953125,0.9658203125
image_01931.jpg,blue,0.7705078125,0.8056640625,0.9208984375,0.8173828125,0.95703125,0.861328125,0.998046875
image_01943.jpg,brown,0.544921875,0.654296875,0.9912109375,0.810546875,1.0,0.9248046875,1.0
image_01972.jpg,blue,0.66015625,0.68359375,0.744140625,0.8935546875,0.984375,0.865234375,0.9736328125
image_02036.jpg,blue,0.6328125,0.666015625,0.732421875,0.9775390625,0.99609375,0.9033203125,0.9951171875
image_02061.jpg,blue,0.73828125,0.9462890625,0.984375,0.978515625,0.990234375,0.986328125,0.9970703125
image_02072.jpg,brown,0.4287109375,0.734375,0.7783203125,0.740234375,0.7861328125,0.7490234375,0.80078125
image_02074.jpg,blue,0.7685546875,0.8759765625,1.0,0.7802734375,0.9462890625,0.7626953125,0.810546875
image_02075.jpg,blue,0.7392578125,0.9287109375,1.0,0.7861328125,1.0,0.765625,0.947265625
image_02076.jpg,blue,0.6611328125,0.6796875,0.7138671875,0.6787109375,0.71484375,0.6845703125,0.734375
image_02106.jpg,blue,0.716796875,0.7744140625,1.0,0.73046875,0.8642578125,0.71875,0.771484375
image_02181.jpg,brown,0.5595703125,0.7470703125,0.8896484375,0.775390625,0.8798828125,0.7841796875,0.888671875
image_02248.jpg,brown,0.4697265625,0.5654296875,0.7607421875,0.8828125,0.9892578125,0.9453125,1.0
image_02260.jpg,blue,0.4873046875,0.6943359375,0.9111328125,0.8125,0.9638671875,1.0,1.0
image_02298.jpg,brown,0.4970703125,0.5859375,0.931640625,0.958984375,1.0,0.93359375,1.0
image_02317.jpg,brown,0.69140625,0.8408203125,0.9541015625,0.94140625,0.982421875,0.9423828125,0.9765625
image_02549.jpg,brown,0.63671875,0.791015625,0.94921875,0.6982421875,0.810546875,0.9697265625,0.9970703125
image_02569.jpg,brown,0.736328125,0.791015625,0.888671875,0.7958984375,0.8916015625,0.9931640625,1.0
image_02764.jpg,brown,0.5546875,0.7119140625,0.8779296875,1.0,1.0,1.0,1.0
image_02777.jpg,brown,0.666015625,0.7431640625,0.8076171875,1.0,1.0,1.0,1.0
